slide	subclass	layer	true_file_count	random_sample_n	true_region_num	region_num_p_one_sided_true_gt	region_num_p_one_sided_true_lt	region_num_p_two_sided	true_glut_num	glut_num_p_one_sided_true_gt	glut_num_p_one_sided_true_lt	glut_num_p_two_sided	true_gaba_num	gaba_num_p_one_sided_true_gt	gaba_num_p_one_sided_true_lt	gaba_num_p_two_sided	true_ei_ratio	ei_ratio_p_one_sided_true_gt	ei_ratio_p_one_sided_true_lt	ei_ratio_p_two_sided
C57BL6J-1.058	001 CLA-EPd-CTX Car3 Glut	layer 4	1	359	1.000000	1	1	1	23.000000	0.986111	0.0361111	0.0888889	8.000000	0.286111	0.836111	0.497222	2.875000	0.997199	0.00840336	0.0980392
C57BL6J-1.058	001 CLA-EPd-CTX Car3 Glut	layer 5	1	495	2.000000	0.818548	0.578629	1	64.500000	0.139113	0.862903	0.272177	15.000000	0.100806	0.921371	0.15121	7.875000	0.0715746	0.932515	0.0899796
C57BL6J-1.058	001 CLA-EPd-CTX Car3 Glut	layer 6a	1	500	1.000000	1	0.0399202	0.0698603	206.000000	0.0259481	0.976048	0.0259481	32.000000	0.0159681	0.988024	0.0159681	6.437500	0.976048	0.0259481	0.105788
C57BL6J-1.058	002 IT EP-CLA Glut	layer 5	1	451	1.000000	1	0.632743	1	66.000000	0.0818584	0.926991	0.0818584	18.000000	0.039823	0.971239	0.039823	3.666667	0.801339	0.200893	0.34375
C57BL6J-1.058	002 IT EP-CLA Glut	layer 6a	1	496	1.000000	1	0.177062	0.2334	153.000000	0.110664	0.891348	0.193159	27.000000	0.0362173	0.969819	0.0362173	5.666667	0.965517	0.0365112	0.125761
C57BL6J-1.058	004 L6 IT CTX Glut	layer 5	1	499	2.000000	0.958	0.23	0.368	127.500000	0.004	0.998	0.004	23.500000	0.012	0.992	0.012	5.417572	0.329317	0.672691	0.831325
C57BL6J-1.058	004 L6 IT CTX Glut	layer 6a	1	500	2.000000	0.998004	0.117764	0.191617	313.000000	0.00199601	1	0.00199601	31.000000	0.00399202	0.998004	0.00399202	9.050595	0.46507	0.536926	0.96008
C57BL6J-1.058	004 L6 IT CTX Glut	layer 6b	1	439	1.000000	1	0.654545	1	16.000000	0.143182	0.879545	0.190909	0.000000	1	0.604545	0.879545	nan			
C57BL6J-1.058	005 L5 IT CTX Glut	layer 5	1	500	4.000000	0.648703	0.720559	1	86.250000	0.0359281	0.966068	0.0359281	18.500000	0.0239521	0.978044	0.0239521	6.094172	0.165669	0.836327	0.359281
C57BL6J-1.058	005 L5 IT CTX Glut	layer 6a	1	500	1.000000	1	0.0459082	0.0638723	447.000000	0.00199601	1	0.00199601	47.000000	0.00199601	1	0.00199601	9.510638	0.234	0.768	0.574
C57BL6J-1.058	006 L4/5 IT CTX Glut	layer 2/3	1	500	3.000000	0.982036	0.127745	0.229541	233.000000	0.00199601	1	0.00199601	32.666667	0.00199601	1	0.00199601	6.056929	0.99002	0.011976	0.0459082
C57BL6J-1.058	006 L4/5 IT CTX Glut	layer 4	1	497	1.000000	1	0.0823293	0.0863454	353.000000	0.00200803	1	0.00200803	33.000000	0.0060241	0.995984	0.0060241	10.696970	0.370968	0.631048	0.955645
C57BL6J-1.058	006 L4/5 IT CTX Glut	layer 5	1	500	2.000000	1	0.0339321	0.0758483	128.000000	0.00199601	1	0.00199601	28.000000	0.00199601	1	0.00199601	5.298246	0.560878	0.441118	0.782435
C57BL6J-1.058	007 L2/3 IT CTX Glut	layer 1	1	500	4.000000	0.892216	0.321357	0.48503	61.500000	0.00399202	0.998004	0.00399202	14.250000	0.00199601	1	0.00199601	4.375204	0.946108	0.0558882	0.151697
C57BL6J-1.058	007 L2/3 IT CTX Glut	layer 2/3	1	500	3.000000	0.994012	0.0419162	0.0518962	260.666667	0.00399202	0.998004	0.00399202	32.000000	0.00399202	0.998004	0.00399202	8.111111	0.986028	0.0159681	0.0618762
C57BL6J-1.058	007 L2/3 IT CTX Glut	layer 4	1	445	1.000000	1	0.690583	1	150.000000	0.0336323	0.96861	0.0336323	13.000000	0.286996	0.73991	0.659193	11.538462	0.137767	0.864608	0.254157
C57BL6J-1.058	007 L2/3 IT CTX Glut	layer 5	1	500	1.000000	1	0.0359281	0.0439122	109.000000	0.0179641	0.984032	0.0179641	17.000000	0.0538922	0.9501	0.0578842	6.411765	0.122	0.88	0.224
C57BL6J-1.058	009 L2/3 IT PIR-ENTl Glut	layer 2/3	1	481	1.000000	1	1	1	54.000000	0.975104	0.0290456	0.0311203	12.000000	0.684647	0.379668	0.707469	4.500000	0.987552	0.0145228	0.0809129
C57BL6J-1.058	010 IT AON-TT-DP Glut	layer 5	1	443	1.000000	1	1	1	49.000000	0.686937	0.342342	0.68018	4.000000	0.986486	0.0247748	0.0653153	12.250000	0.0112613	0.990991	0.0112613
C57BL6J-1.058	022 L5 ET CTX Glut	layer 5	1	500	4.000000	0.648703	0.676647	1	102.250000	0.0199601	0.982036	0.0199601	21.250000	0.0139721	0.988024	0.0139721	4.798160	0.814	0.188	0.38
C57BL6J-1.058	022 L5 ET CTX Glut	layer 6a	1	499	2.000000	0.94	0.334	0.588	176.000000	0.052	0.95	0.054	24.000000	0.05	0.956	0.05	7.343915	0.819639	0.182365	0.332665
C57BL6J-1.058	025 CA2-FC-IG Glut	layer 2/3	1	470	1.000000	1	0.505308	0.583864	53.000000	0.373673	0.630573	0.970276	5.000000	0.562633	0.501062	0.764331	10.600000	0.233405	0.768737	0.704497
C57BL6J-1.058	029 L6b CTX Glut	layer 6a	1	500	1.000000	1	0.0818363	0.111776	316.000000	0.00598802	0.996008	0.00598802	25.000000	0.0479042	0.964072	0.0479042	12.640000	0.0480962	0.953908	0.0621242
C57BL6J-1.058	029 L6b CTX Glut	layer 6b	1	476	1.000000	1	0.415094	0.551363	23.000000	0.0503145	0.960168	0.0503145	0.000000	1	0.587002	0.771488	nan			
C57BL6J-1.058	030 L6 CT CTX Glut	layer 5	1	500	2.000000	0.968064	0.225549	0.343313	73.500000	0.0738523	0.928144	0.0918164	18.500000	0.0379242	0.968064	0.0379242	3.655303	0.961924	0.0400802	0.124248
C57BL6J-1.058	030 L6 CT CTX Glut	layer 6a	1	500	3.000000	0.926148	0.353293	0.469062	209.000000	0.0379242	0.964072	0.0379242	20.333333	0.0578842	0.944112	0.0578842	11.807114	0.0778443	0.924152	0.121756
C57BL6J-1.058	030 L6 CT CTX Glut	layer 6b	1	478	2.000000	0.574113	0.876827	1	13.000000	0.22547	0.803758	0.549061	0.500000	0.365344	0.780793	0.941545	12.000000	0.64532	0.384236	0.679803
C57BL6J-1.058	032 L5 NP CTX Glut	layer 5	1	500	6.000000	0.0439122	0.99002	0.0578842	52.333333	0.351297	0.650699	0.862275	11.666667	0.279441	0.722555	0.650699	5.909742	0.229541	0.772455	0.48503
C57BL6J-1.058	032 L5 NP CTX Glut	layer 6a	1	500	3.000000	0.778443	0.610778	1	111.333333	0.225549	0.776447	0.532934	14.666667	0.165669	0.836327	0.325349	9.654762	0.248	0.754	0.57
C57BL6J-1.058	036 HPF CR Glut	layer 1	1	499	1.000000	1	1	1	1.000000	1	0.002	0.004	1.000000	0.996	0.026	0.044	1.000000	1	0.00200803	0.0742972
C57BL6J-1.058	037 DG Glut	layer 2/3	1	486	1.000000	1	1	1	47.000000	0.991786	0.0102669	0.0164271	5.000000	0.977413	0.0451745	0.0924025	9.400000	0.287474	0.716632	0.778234
C57BL6J-1.058	042 OB-out Frmd7 Gaba	layer 6a	1	410	1.000000	1	1	1	120.000000	0.0194647	0.987835	0.0364964	7.000000	0.890511	0.180049	0.333333	17.142857	0.0170316	0.985401	0.0170316
C57BL6J-1.058	046 Vip Gaba	layer 1	1	500	3.000000	0.702595	0.652695	1	25.000000	0.0778443	0.928144	0.103792	6.666667	0.225549	0.776447	0.538922	2.955556	0.203593	0.798403	0.409182
C57BL6J-1.058	046 Vip Gaba	layer 2/3	1	500	4.000000	0.674651	0.658683	1	63.500000	0.502994	0.50499	0.858283	9.750000	0.612774	0.39521	0.686627	6.369949	0.239521	0.762475	0.479042
C57BL6J-1.058	046 Vip Gaba	layer 4	1	490	3.000000	0.156823	0.983707	0.156823	61.333333	0.409369	0.592668	0.949084	9.333333	0.462322	0.539715	0.928717	5.992481	0.389002	0.613035	0.718941
C57BL6J-1.058	046 Vip Gaba	layer 5	1	499	4.000000	0.234	0.946	0.296	42.000000	0.35	0.66	0.798	8.500000	0.592	0.422	0.71	4.093750	0.274	0.732	0.546
C57BL6J-1.058	046 Vip Gaba	layer 6a	1	488	3.000000	0.220859	0.985685	0.220859	43.000000	0.752556	0.251534	0.453988	8.000000	0.644172	0.390593	0.648262	5.341270	0.846626	0.155419	0.306748
C57BL6J-1.058	047 Sncg Gaba	layer 1	1	497	3.000000	0.532129	0.839357	1	16.333333	0.313253	0.688755	0.811245	6.333333	0.246988	0.75502	0.680723	2.116667	0.714859	0.287149	0.546185
C57BL6J-1.058	047 Sncg Gaba	layer 2/3	1	500	3.000000	0.449102	0.908184	0.590818	98.666667	0.207585	0.794411	0.44511	13.000000	0.265469	0.750499	0.650699	7.047194	0.373253	0.628743	0.792415
C57BL6J-1.058	047 Sncg Gaba	layer 5	1	455	3.000000	0.0526316	1	0.0526316	13.666667	0.741228	0.260965	0.469298	6.000000	0.458333	0.598684	0.877193	2.217460	0.929825	0.0723684	0.186404
C57BL6J-1.058	047 Sncg Gaba	layer 6a	1	482	2.000000	0.52588	0.937888	1	88.500000	0.498965	0.505176	0.937888	14.000000	0.42029	0.610766	0.898551	6.403846	0.68323	0.318841	0.556936
C57BL6J-1.058	049 Lamp5 Gaba	layer 1	1	500	4.000000	0.437126	0.850299	0.666667	14.000000	0.640719	0.381238	0.616766	5.750000	0.782435	0.233533	0.41517	1.555556	0.942116	0.0598802	0.11976
C57BL6J-1.058	049 Lamp5 Gaba	layer 2/3	1	500	4.000000	0.680639	0.670659	1	15.250000	0.992016	0.00998004	0.0838323	3.250000	0.992016	0.0159681	0.0798403	2.854167	0.998004	0.00399202	0.00798403
C57BL6J-1.058	049 Lamp5 Gaba	layer 4	1	363	1.000000	1	1	1	33.000000	0.736264	0.288462	0.516484	15.000000	0.00549451	0.997253	0.00549451	2.200000	1	0.00274725	0.0686813
C57BL6J-1.058	049 Lamp5 Gaba	layer 5	1	479	2.000000	0.566667	0.891667	1	42.500000	0.404167	0.597917	0.927083	10.500000	0.416667	0.602083	0.941667	3.455882	0.683333	0.31875	0.560417
C57BL6J-1.058	049 Lamp5 Gaba	layer 6a	1	487	1.000000	1	0.346311	0.52459	13.000000	0.913934	0.0942623	0.206967	3.000000	0.913934	0.106557	0.233607	4.333333	0.944672	0.057377	0.120902
C57BL6J-1.058	050 Lamp5 Lhx6 Gaba	layer 2/3	1	478	1.000000	1	1	1	54.000000	0.970772	0.0334029	0.039666	12.000000	0.776618	0.294363	0.536534	4.500000	0.970772	0.0313152	0.135699
C57BL6J-1.058	051 Pvalb chandelier Gaba	layer 1	1	493	2.000000	0.82996	0.629555	1	16.500000	0.370445	0.651822	0.825911	7.000000	0.265182	0.781377	0.58502	1.730769	0.856275	0.145749	0.283401
C57BL6J-1.058	051 Pvalb chandelier Gaba	layer 2/3	1	486	1.000000	1	0.271047	0.301848	108.000000	0.197125	0.809035	0.455852	18.000000	0.143737	0.889117	0.238193	6.000000	0.675565	0.340862	0.581109
C57BL6J-1.058	051 Pvalb chandelier Gaba	layer 5	1	436	1.000000	1	1	1	36.000000	0.878719	0.141876	0.242563	11.000000	0.670481	0.421053	0.729977	3.272727	0.828375	0.173913	0.327231
C57BL6J-1.058	051 Pvalb chandelier Gaba	layer 6a	1	417	1.000000	1	1	1	102.000000	0.133971	0.882775	0.299043	10.000000	0.62201	0.502392	0.897129	10.200000	0.162679	0.842105	0.30622
C57BL6J-1.058	052 Pvalb Gaba	layer 1	1	491	3.000000	0.254065	0.977642	0.526423	18.666667	0.28252	0.719512	0.756098	4.333333	0.447154	0.554878	0.898374	8.363636	0.00609756	0.995935	0.00609756
C57BL6J-1.058	052 Pvalb Gaba	layer 2/3	1	500	6.000000	0.161677	0.96008	0.211577	51.142857	0.682635	0.319361	0.56487	9.285714	0.648703	0.353293	0.616766	4.160771	0.988024	0.0139721	0.0259481
C57BL6J-1.058	052 Pvalb Gaba	layer 4	1	499	5.000000	0.002	1	0.002	43.000000	0.736	0.268	0.472	10.000000	0.708	0.328	0.548	3.371324	0.94	0.062	0.086
C57BL6J-1.058	052 Pvalb Gaba	layer 5	1	500	3.000000	0.870259	0.497006	0.670659	72.000000	0.0958084	0.906188	0.147705	21.333333	0.0918164	0.91018	0.129741	3.403291	0.359281	0.642715	0.746507
C57BL6J-1.058	052 Pvalb Gaba	layer 6a	1	500	3.000000	0.760479	0.576846	1	116.333333	0.183633	0.818363	0.411178	21.333333	0.0938124	0.908184	0.163673	4.785133	0.942116	0.0598802	0.121756
C57BL6J-1.058	052 Pvalb Gaba	layer 6b	1	456	1.000000	1	1	1	3.000000	0.562363	0.641138	1	1.000000	1	0.85558	1	3.000000	0.501094	0.693654	1
C57BL6J-1.058	053 Sst Gaba	layer 1	1	493	1.000000	1	0.255061	0.279352	38.000000	0.0323887	0.97166	0.0323887	16.000000	0.0161943	0.989879	0.0161943	2.375000	0.59919	0.402834	0.706478
C57BL6J-1.058	053 Sst Gaba	layer 2/3	1	500	3.000000	0.780439	0.54491	1	34.000000	0.860279	0.143713	0.291417	5.666667	0.852295	0.149701	0.295409	3.361111	0.996008	0.00598802	0.0199601
C57BL6J-1.058	053 Sst Gaba	layer 4	1	493	2.000000	0.738866	0.755061	1	11.500000	0.927126	0.0748988	0.182186	4.000000	0.890688	0.135628	0.263158	2.071429	0.967611	0.034413	0.0445344
C57BL6J-1.058	053 Sst Gaba	layer 5	1	500	3.000000	0.824351	0.526946	1	35.500000	0.570858	0.433134	0.738523	8.750000	0.718563	0.291417	0.497006	2.758929	0.938124	0.0638723	0.153693
C57BL6J-1.058	053 Sst Gaba	layer 6a	1	500	2.000000	0.956088	0.265469	0.353293	117.000000	0.179641	0.824351	0.431138	16.500000	0.233533	0.772455	0.592814	3.656250	0.986028	0.0159681	0.0239521
C57BL6J-1.058	056 Sst Chodl Gaba	layer 5	1	480	1.000000	1	0.351351	0.532225	58.000000	0.268191	0.740125	0.611227	17.000000	0.151767	0.873181	0.340956	3.411765	0.72973	0.272349	0.513514
C57BL6J-1.058	056 Sst Chodl Gaba	layer 6a	1	483	2.000000	0.615702	0.853306	1	50.000000	0.671488	0.332645	0.568182	5.000000	0.811983	0.216942	0.402893	10.000000	0.0847107	0.92562	0.134298
C57BL6J-1.058	061 STR D1 Gaba	layer 6a	1	493	1.000000	1	0.281377	0.510121	55.000000	0.631579	0.376518	0.62753	16.000000	0.232794	0.789474	0.526316	3.437500	0.981781	0.0202429	0.0506073
C57BL6J-1.058	062 STR D2 Gaba	layer 6a	1	459	1.000000	1	0.626087	1	71.000000	0.480435	0.526087	0.91087	19.000000	0.226087	0.8	0.430435	3.736842	0.96087	0.0413043	0.121739
C57BL6J-1.058	064 STR-PAL Chst9 Gaba	layer 6b	1	455	1.000000	1	0.745614	1	7.000000	0.302632	0.712719	0.969298	2.000000	0.33114	0.916667	0.33114	3.500000	0.287281	0.723684	0.861842
C57BL6J-1.058	113 MEA-COA-BMA Ccdc42 Glut	layer 1	1	500	1.000000	1	1	1	19.000000	0.786427	0.263473	0.510978	8.000000	0.227545	0.868263	0.413174	2.375000	0.895792	0.11022	0.236473
C57BL6J-1.058	114 COAa-PAA-MEA Barhl2 Glut	layer 2/3	1	475	1.000000	1	1	1	40.000000	0.993697	0.00840336	0.00840336	9.000000	0.865546	0.19958	0.382353	4.444444	0.991597	0.0105042	0.0798319
C57BL6J-1.058	318 Astro-NT NN	layer 1	1	500	1.000000	1	1	1	36.000000	0.0179641	0.988024	0.0399202	8.000000	0.257485	0.860279	0.441118	4.500000	0.366733	0.645291	0.953908
C57BL6J-1.058	319 Astro-TE NN	layer 1	1	500	4.000000	0.948104	0.183633	0.281437	17.500000	0.151697	0.850299	0.301397	5.750000	0.0758483	0.93014	0.0878244	2.416667	0.972056	0.0299401	0.113772
C57BL6J-1.058	319 Astro-TE NN	layer 2/3	1	500	6.000000	0.439122	0.846307	0.696607	81.833333	0.247505	0.754491	0.580838	10.500000	0.261477	0.748503	0.620758	7.321759	0.710579	0.291417	0.522954
C57BL6J-1.058	319 Astro-TE NN	layer 4	1	499	3.000000	0.428	0.904	0.54	24.333333	0.9	0.102	0.234	4.666667	0.804	0.198	0.382	3.780952	0.991968	0.0100402	0.0502008
C57BL6J-1.058	319 Astro-TE NN	layer 5	1	500	5.000000	0.508982	0.818363	1	57.800000	0.107784	0.894212	0.201597	9.400000	0.345309	0.656687	0.756487	6.243837	0.0578842	0.944112	0.0638723
C57BL6J-1.058	319 Astro-TE NN	layer 6a	1	500	3.000000	0.92016	0.361277	0.648703	92.333333	0.355289	0.646707	0.834331	10.333333	0.441118	0.560878	1	13.179487	0.00798403	0.994012	0.00798403
C57BL6J-1.058	319 Astro-TE NN	layer 6b	1	453	1.000000	1	0.588106	1	14.000000	0.145374	0.872247	0.204846	0.000000	1	0.568282	0.852423	nan			
C57BL6J-1.058	320 Astro-OLF NN	layer 1	1	500	1.000000	1	1	1	0.000000	1	0.00199601	0.00199601	3.000000	0.898204	0.175649	0.317365	0.000000	1	0.00200401	0.0621242
C57BL6J-1.058	326 OPC NN	layer 1	1	498	4.000000	0.543086	0.765531	1	5.500000	0.983968	0.0200401	0.112224	3.750000	0.581162	0.446894	0.721443	1.116667	1	0.00200803	0.0321285
C57BL6J-1.058	326 OPC NN	layer 2/3	1	500	4.000000	0.688623	0.666667	1	58.500000	0.696607	0.305389	0.538922	8.750000	0.522954	0.500998	0.872255	6.383987	0.93014	0.0718563	0.177645
C57BL6J-1.058	326 OPC NN	layer 4	1	474	2.000000	0.528421	0.922105	1	62.000000	0.389474	0.614737	0.983158	15.000000	0.174737	0.846316	0.275789	4.199095	0.949451	0.0527473	0.142857
C57BL6J-1.058	326 OPC NN	layer 5	1	499	3.000000	0.856	0.452	0.65	40.333333	0.566	0.436	0.748	9.000000	0.538	0.48	0.83	5.081944	0.296	0.706	0.706
C57BL6J-1.058	326 OPC NN	layer 6a	1	499	3.000000	0.702	0.686	1	105.666667	0.28	0.722	0.768	15.000000	0.208	0.798	0.512	10.170462	0.108	0.894	0.186
C57BL6J-1.058	326 OPC NN	layer 6b	1	379	1.000000	1	0.823684	1	10.000000	0.331579	0.707895	0.826316	0.000000	1	0.594737	0.934211	nan			
C57BL6J-1.058	327 Oligo NN	layer 1	1	500	1.000000	1	0.0499002	0.0558882	21.000000	0.143713	0.868263	0.285429	11.000000	0.0279441	0.978044	0.0279441	1.909091	0.967347	0.0346939	0.118367
C57BL6J-1.058	327 Oligo NN	layer 2/3	1	500	5.000000	0.357285	0.896208	0.672655	77.400000	0.295409	0.706587	0.700599	11.000000	0.235529	0.784431	0.528942	6.454023	0.896208	0.105788	0.227545
C57BL6J-1.058	327 Oligo NN	layer 4	1	497	2.000000	0.807229	0.710843	1	25.666667	0.891566	0.110442	0.230924	6.000000	0.696787	0.335341	0.536145	4.517857	0.965726	0.0362903	0.114919
C57BL6J-1.058	327 Oligo NN	layer 5	1	500	4.000000	0.688623	0.650699	1	59.000000	0.127745	0.876248	0.265469	15.250000	0.0758483	0.926148	0.0958084	4.133929	0.758483	0.243513	0.439122
C57BL6J-1.058	327 Oligo NN	layer 6a	1	500	2.000000	0.998004	0.0878244	0.103792	275.500000	0.00399202	0.998004	0.00399202	31.500000	0.00598802	0.996008	0.00598802	7.666866	0.676	0.326	0.574
C57BL6J-1.058	327 Oligo NN	layer 6b	1	479	2.000000	0.595833	0.879167	1	4.000000	0.660417	0.402083	0.627083	1.000000	0.2125	0.945833	0.2125	4.000000	0.942308	0.115385	0.269231
C57BL6J-1.058	329 ABC NN	layer 1	1	489	2.000000	0.720408	0.783673	1	13.500000	0.430612	0.577551	0.953061	2.500000	0.538776	0.481633	0.736735	5.400000	0.219828	0.782328	0.603448
C57BL6J-1.058	330 VLMC NN	layer 1	1	500	3.000000	0.948104	0.201597	0.263473	21.666667	0.115768	0.886228	0.237525	10.666667	0.011976	0.99002	0.011976	1.379630	1	0.00199601	0.0299401
C57BL6J-1.058	330 VLMC NN	layer 2/3	1	493	2.000000	0.710526	0.726721	1	88.500000	0.325911	0.676113	0.809717	12.500000	0.279352	0.732794	0.692308	8.479167	0.388548	0.613497	0.965235
C57BL6J-1.058	330 VLMC NN	layer 4	1	365	1.000000	1	1	1	43.000000	0.456284	0.584699	0.920765	15.000000	0.00273224	1	0.00273224	2.866667	0.997245	0.00550964	0.101928
C57BL6J-1.058	330 VLMC NN	layer 5	1	488	2.000000	0.715746	0.750511	1	31.000000	0.652352	0.355828	0.629857	4.000000	0.815951	0.208589	0.372188	8.285714	0.045929	0.956159	0.0584551
C57BL6J-1.058	330 VLMC NN	layer 6a	1	408	1.000000	1	0.772616	1	27.000000	0.889976	0.114914	0.339853	12.000000	0.242054	0.772616	0.601467	2.250000	1	0.00246305	0.0541872
C57BL6J-1.058	330 VLMC NN	layer 6b	1	449	1.000000	1	1	1	5.000000	0.137778	0.955556	0.186667	0.000000	1	0.842222	1	nan			
C57BL6J-1.058	331 Peri NN	layer 1	1	500	5.000000	0.163673	0.964072	0.187625	9.400000	0.864271	0.137725	0.261477	3.800000	0.586826	0.423154	0.702595	2.788360	0.877756	0.124248	0.254509
C57BL6J-1.058	331 Peri NN	layer 2/3	1	500	6.000000	0.0838323	0.988024	0.101796	24.833333	0.936128	0.0658683	0.151697	3.500000	0.922156	0.0818363	0.199601	7.944444	0.45509	0.546906	0.936128
C57BL6J-1.058	331 Peri NN	layer 4	1	496	1.000000	1	0.201207	0.253521	85.000000	0.221328	0.784708	0.49497	8.000000	0.422535	0.61167	1	10.625000	0.0879346	0.91411	0.134969
C57BL6J-1.058	331 Peri NN	layer 5	1	500	5.000000	0.139721	0.98004	0.155689	44.200000	0.355289	0.646707	0.840319	8.000000	0.50499	0.538922	0.92016	5.747436	0.131737	0.870259	0.283433
C57BL6J-1.058	331 Peri NN	layer 6a	1	500	3.000000	0.662675	0.702595	1	69.666667	0.706587	0.295409	0.50499	12.000000	0.461078	0.558882	0.972056	5.559524	0.992016	0.00998004	0.0558882
C57BL6J-1.058	332 SMC NN	layer 1	1	500	4.000000	0.516966	0.804391	1	29.750000	0.0419162	0.96008	0.0419162	6.750000	0.0838323	0.92016	0.0938124	4.222222	0.350701	0.651303	0.935872
C57BL6J-1.058	332 SMC NN	layer 2/3	1	500	4.000000	0.219561	0.956088	0.287425	76.500000	0.331337	0.674651	0.770459	11.250000	0.239521	0.764471	0.560878	5.779304	0.925852	0.0761523	0.182365
C57BL6J-1.058	332 SMC NN	layer 4	1	446	1.000000	1	0.651007	1	206.000000	0.00223714	1	0.00223714	17.000000	0.147651	0.892617	0.147651	12.117647	0.0876777	0.914692	0.165877
C57BL6J-1.058	332 SMC NN	layer 5	1	493	2.000000	0.87247	0.548583	1	99.500000	0.0283401	0.973684	0.0283401	15.500000	0.0769231	0.931174	0.103239	6.366667	0.131687	0.87037	0.265432
C57BL6J-1.058	332 SMC NN	layer 6a	1	412	1.000000	1	0.767554	1	100.000000	0.251816	0.753027	0.503632	5.000000	0.607748	0.486683	0.726392	20.000000	0.0608273	0.944039	0.0608273
C57BL6J-1.058	332 SMC NN	layer 6b	1	451	1.000000	1	1	1	6.000000	0.050885	0.988938	0.050885	0.000000	1	0.849558	1	nan			
C57BL6J-1.058	333 Endo NN	layer 1	1	500	4.000000	0.946108	0.229541	0.305389	18.000000	0.153693	0.856287	0.299401	7.250000	0.0279441	0.976048	0.0279441	3.375000	0.696607	0.307385	0.53493
C57BL6J-1.058	333 Endo NN	layer 2/3	1	500	5.000000	0.782435	0.493014	0.724551	109.800000	0.0738523	0.928144	0.0798403	14.600000	0.0638723	0.938124	0.0678643	7.333896	0.674651	0.327345	0.598802
C57BL6J-1.058	333 Endo NN	layer 4	1	499	3.000000	0.538	0.852	1	62.666667	0.424	0.578	0.936	13.000000	0.186	0.846	0.382	5.316162	0.949698	0.0523139	0.1167
C57BL6J-1.058	333 Endo NN	layer 5	1	500	6.000000	0.187625	0.954092	0.379242	36.333333	0.54491	0.457086	0.808383	8.166667	0.50499	0.497006	0.88024	5.123737	0.283433	0.718563	0.676647
C57BL6J-1.058	333 Endo NN	layer 6a	1	500	4.000000	0.704591	0.620758	1	132.250000	0.105788	0.896208	0.155689	19.250000	0.0578842	0.944112	0.0598802	7.081710	0.878244	0.123752	0.263473
C57BL6J-1.058	333 Endo NN	layer 6b	1	459	2.000000	0.41087	0.96087	0.41087	5.000000	0.584783	0.473913	0.741304	0.000000	1	0.58913	0.841304	nan			
C57BL6J-1.058	334 Microglia NN	layer 1	1	500	4.000000	0.778443	0.518962	1	7.500000	0.946108	0.0598802	0.171657	3.500000	0.570858	0.471058	0.772455	1.500000	1	0.00199601	0.0319361
C57BL6J-1.058	334 Microglia NN	layer 2/3	1	500	6.000000	0.233533	0.952096	0.407186	50.333333	0.826347	0.175649	0.339321	7.500000	0.690619	0.325349	0.576846	6.298611	0.942116	0.0598802	0.153693
C57BL6J-1.058	334 Microglia NN	layer 4	1	496	3.000000	0.283702	0.953722	0.54326	41.333333	0.756539	0.245473	0.442656	9.333333	0.430584	0.571429	0.919517	6.362319	0.732252	0.269777	0.442191
C57BL6J-1.058	334 Microglia NN	layer 5	1	500	4.000000	0.668663	0.666667	1	44.000000	0.41517	0.600798	0.934132	11.250000	0.245509	0.764471	0.562874	4.741453	0.47505	0.526946	0.964072
C57BL6J-1.058	334 Microglia NN	layer 6a	1	499	4.000000	0.47	0.856	0.622	78.250000	0.58	0.424	0.69	8.750000	0.63	0.38	0.606	7.407197	0.782	0.22	0.414
C57BL6J-1.058	335 BAM NN	layer 1	1	499	2.000000	0.974	0.228	0.374	31.000000	0.03	0.976	0.03	5.000000	0.228	0.812	0.512	3.875000	0.461847	0.542169	0.839357
C57BL6J-1.058	335 BAM NN	layer 2/3	1	473	2.000000	0.622363	0.841772	1	32.500000	0.637131	0.364979	0.57173	1.500000	0.943038	0.0696203	0.225738	9.000000	0.34188	0.668803	0.972222
C57BL6J-1.058	335 BAM NN	layer 5	1	437	2.000000	0.333333	1	0.333333	18.000000	0.865297	0.166667	0.340183	6.000000	0.495434	0.598174	0.856164	3.171429	0.869266	0.133028	0.266055
C57BL6J-1.058	335 BAM NN	layer 6a	1	414	1.000000	1	0.763855	1	27.000000	0.881928	0.146988	0.356627	12.000000	0.219277	0.795181	0.578313	2.250000	1	0.00240964	0.0698795
C57BL6J-1.058	335 BAM NN	layer 6b	1	444	1.000000	1	1	1	2.000000	0.831461	0.444944	0.741573	0.000000	1	0.838202	1	nan			
C57BL6J-1.058	338 Lymphoid NN	layer 1	1	500	1.000000	1	1	1	18.000000	0.778443	0.281437	0.546906	2.000000	0.964072	0.0958084	0.171657	9.000000	0.0684105	0.937626	0.0684105
C57BL6J-1.058	338 Lymphoid NN	layer 6a	1	422	1.000000	1	1	1	61.000000	0.78487	0.222222	0.404255	11.000000	0.413712	0.690307	0.827423	5.545455	0.917062	0.0853081	0.203791
C57BL6J-1.059	001 CLA-EPd-CTX Car3 Glut	layer 5	1	496	2.000000	0.806841	0.633803	1	46.500000	0.199195	0.804829	0.434608	21.500000	0.0744467	0.929577	0.0744467	4.035714	0.158215	0.843813	0.35497
C57BL6J-1.059	001 CLA-EPd-CTX Car3 Glut	layer 6a	1	499	1.000000	1	0.054	0.064	291.000000	0.008	0.994	0.008	39.000000	0.01	0.992	0.01	7.461538	0.531062	0.470942	0.805611
