brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.089	Rostrolateral area	layer 1	4	2	6	0.666666666666667	0.333333333333333
C57BL6J-1.089	Rostrolateral area	layer 2/3	143	18	161	0.888198757763975	0.111801242236025
C57BL6J-1.089	Rostrolateral area	layer 4	77	10	87	0.885057471264368	0.114942528735632
C57BL6J-1.089	Rostrolateral area	layer 5	74	26	100	0.74	0.26
C57BL6J-1.089	Rostrolateral area	layer 6a	99	9	108	0.916666666666667	0.0833333333333333
C57BL6J-1.089	Rostrolateral area	layer 6b	11	2	13	0.846153846153846	0.153846153846154
C57BL6J-1.089	Supplemental somatosensory area	layer 1	2	2	4	0.5	0.5
C57BL6J-1.089	Supplemental somatosensory area	layer 2/3	26	4	30	0.866666666666667	0.133333333333333
C57BL6J-1.089	Supplemental somatosensory area	layer 4	15	1	16	0.9375	0.0625
C57BL6J-1.089	Supplemental somatosensory area	layer 5	26	8	34	0.764705882352941	0.235294117647059
C57BL6J-1.089	Supplemental somatosensory area	layer 6a	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-1.089	Supplemental somatosensory area	layer 6b	5	0	5	1	0
C57BL6J-1.089	Temporal association areas	layer 1	6	0	6	1	0
C57BL6J-1.089	Temporal association areas	layer 2/3	68	7	75	0.906666666666667	0.0933333333333333
C57BL6J-1.089	Temporal association areas	layer 4	20	0	20	1	0
C57BL6J-1.089	Temporal association areas	layer 5	42	6	48	0.875	0.125
C57BL6J-1.089	Temporal association areas	layer 6a	52	3	55	0.945454545454545	0.0545454545454545
C57BL6J-1.089	Temporal association areas	layer 6b	0	1	1	0	1
C57BL6J-1.089	Ventral auditory area	layer 1	17	2	19	0.894736842105263	0.105263157894737
C57BL6J-1.089	Ventral auditory area	layer 2/3	37	6	43	0.86046511627907	0.13953488372093
C57BL6J-1.089	Ventral auditory area	layer 4	23	4	27	0.851851851851852	0.148148148148148
C57BL6J-1.089	Ventral auditory area	layer 5	57	14	71	0.802816901408451	0.197183098591549
C57BL6J-1.089	Ventral auditory area	layer 6a	30	2	32	0.9375	0.0625
C57BL6J-1.089	Ventral auditory area	layer 6b	4	1	5	0.8	0.2
C57BL6J-1.089	posteromedial visual area	layer 1	2	2	4	0.5	0.5
C57BL6J-1.089	posteromedial visual area	layer 2/3	35	3	38	0.921052631578947	0.0789473684210526
C57BL6J-1.089	posteromedial visual area	layer 4	18	3	21	0.857142857142857	0.142857142857143
C57BL6J-1.089	posteromedial visual area	layer 5	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-1.089	posteromedial visual area	layer 6a	2	1	3	0.666666666666667	0.333333333333333
C57BL6J-1.089	posteromedial visual area	layer 6b	0	1	1	0	1
